Competicion,Jornada,Fecha,Equipo local,Equipo visitante,Puntos local,Puntos visitante
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/27,Republica Checa,Bulgaria,83,80
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/27,Macedonia Del Norte,Georgia,65,79
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/27,Italia,Islandia,95,87
Euroliga,Jornada 19,2022/02/27,Cska,Barca,Aplaz.,
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/27,Ucrania,Espana,Aplaz.,
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/27,Paises Bajos,Rusia,Aplaz.,
Nba,Jornada 122,2022/02/26,Charlotte Hornets,Toronto Raptors,125,93
Nba,Jornada 122,2022/02/26,Washington Wizards,San Antonio Spurs,153,157
Nba,Jornada 122,2022/02/26,Indiana Pacers,Oklahoma City Thunder,125,129
Nba,Jornada 122,2022/02/26,Orlando Magic,Houston Rockets,119,111
Nba,Jornada 122,2022/02/26,New York Knicks,Miami Heat,100,115
Nba,Jornada 122,2022/02/26,Minnesota Timberwolves,Philadelphia 76Ers,102,133
Nba,Jornada 122,2022/02/26,Utah Jazz,Dallas Mavericks,114,109
Nba,Jornada 122,2022/02/26,Phoenix Suns,New Orleans Pelicans,102,117
Nba,Jornada 122,2022/02/26,Los Angeles Lakers,Los Angeles Clippers,102,105
Nba,Jornada 123,2022/02/26,Detroit Pistons,Boston Celtics,104,113
Nba,Jornada 121,2022/02/25,Detroit Pistons,Cleveland Cavaliers,106,103
Nba,Jornada 121,2022/02/25,Brooklyn Nets,Boston Celtics,106,129
Nba,Jornada 121,2022/02/25,Chicago Bulls,Atlanta Hawks,112,108
Nba,Jornada 121,2022/02/25,Minnesota Timberwolves,Memphis Grizzlies,119,114
Nba,Jornada 121,2022/02/25,Oklahoma City Thunder,Phoenix Suns,104,124
Nba,Jornada 121,2022/02/25,Sacramento Kings,Denver Nuggets,110,128
Nba,Jornada 121,2022/02/25,Portland Trail Blazers,Golden State Warriors,95,132
Euroliga,Jornada 27,2022/02/25,As Monaco,Fenerbahce,92,78
Euroliga,Jornada 27,2022/02/25,Panathinaikos,Estrella Roja,79,73
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/25,Israel,Alemania,67,71
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/25,Grecia,Turquia,72,71
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/25,Finlandia,Eslovenia,86,76
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/25,Estonia,Polonia,75,71
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/25,Croacia,Suecia,64,70
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/25,Belgica,Letonia,65,66
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/25,Serbia,Eslovaquia,75,63
Euroliga,Jornada 27,2022/02/25,Zenit San Petersburgo,Barca,Aplaz.,
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/25,Bielorrusia,Gran Bretana,Aplaz.,
Euroliga,Jornada 27,2022/02/24,Anadolu Efes,Maccabi,109,77
Euroliga,Jornada 27,2022/02/24,Zalgiris,Real Madrid,68,47
Euroliga,Jornada 27,2022/02/24,Olympiacos,Milan,67,58
Euroliga,Jornada 27,2022/02/24,Asvel Villeurbanne,Alba Berlin,80,82
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/24,Georgia,Macedonia Del Norte,91,70
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/24,Rusia,Paises Bajos,80,69
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/24,Hungria,Montenegro,67,83
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/24,Bulgaria,Republica Checa,79,70
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/24,Francia,Portugal,94,56
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/24,Bosnia Herzegovina,Lituania,77,78
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/24,Espana,Ucrania,88,74
Clasificacion Mundial De Baloncesto 2023 - Europa,Primera Ronda,2022/02/24,Islandia,Italia,107,105
Euroliga,Jornada 27,2022/02/24,B. Munich,Cska,Aplaz.,
Euroliga,Jornada 27,2022/02/24,Bitci Baskonia,Unics Kazan,Aplaz.,
Euroliga,Jornada 20,2022/02/22,As Monaco,Unics Kazan,79,76
Nba All Star,Jornada 1,2022/02/21,Team Durant,Team Lebron,160,163
Copa Del Rey,Final,2022/02/20,Real Madrid,Barca,59,64
Copa Del Rey,Semifinal,2022/02/19,Real Madrid,Lenovo Tenerife,94,74
Copa Del Rey,Semifinal,2022/02/19,Barca,Ucam Murcia,103,90
Copa Del Rey,Cuartos,2022/02/18,Valencia Basket,Ucam Murcia,83,86
Copa Del Rey,Cuartos,2022/02/18,Barca,Baxi Manresa,107,70
Nba,Jornada 120,2022/02/18,Charlotte Hornets,Miami Heat,107,111
Nba,Jornada 120,2022/02/18,Brooklyn Nets,Washington Wizards,103,117
Nba,Jornada 120,2022/02/18,New Orleans Pelicans,Dallas Mavericks,118,125
Nba,Jornada 120,2022/02/18,Milwaukee Bucks,Philadelphia 76Ers,120,123
Nba,Jornada 120,2022/02/18,Los Angeles Clippers,Houston Rockets,142,111
Copa Del Rey,Cuartos,2022/02/17,Joventut Badalona,Lenovo Tenerife,62,64
Copa Del Rey,Cuartos,2022/02/17,Real Madrid,Rio Breogan,73,67
Nba,Jornada 119,2022/02/17,Orlando Magic,Atlanta Hawks,109,130
Nba,Jornada 119,2022/02/17,Boston Celtics,Detroit Pistons,111,112
Nba,Jornada 119,2022/02/17,Indiana Pacers,Washington Wizards,113,108
Nba,Jornada 119,2022/02/17,New York Knicks,Brooklyn Nets,106,111
Nba,Jornada 119,2022/02/17,Chicago Bulls,Sacramento Kings,125,118
Nba,Jornada 119,2022/02/17,Memphis Grizzlies,Portland Trail Blazers,119,123
Nba,Jornada 119,2022/02/17,Minnesota Timberwolves,Toronto Raptors,91,103
Nba,Jornada 119,2022/02/17,Oklahoma City Thunder,San Antonio Spurs,106,114
Nba,Jornada 119,2022/02/17,Phoenix Suns,Houston Rockets,124,121
Nba,Jornada 119,2022/02/17,Golden State Warriors,Denver Nuggets,116,117
Nba,Jornada 119,2022/02/17,Los Angeles Lakers,Utah Jazz,106,101
Nba,Jornada 118,2022/02/16,Atlanta Hawks,Cleveland Cavaliers,124,116
Nba,Jornada 118,2022/02/16,Miami Heat,Dallas Mavericks,99,107
Nba,Jornada 118,2022/02/16,Philadelphia 76Ers,Boston Celtics,87,135
Nba,Jornada 118,2022/02/16,Milwaukee Bucks,Indiana Pacers,128,119
Nba,Jornada 118,2022/02/16,Minnesota Timberwolves,Charlotte Hornets,126,120
Nba,Jornada 118,2022/02/16,New Orleans Pelicans,Memphis Grizzlies,109,121
Nba,Jornada 118,2022/02/16,Phoenix Suns,Los Angeles Clippers,103,96
Acb,Jornada 18,2022/02/16,Urbas Fuenlabrada,Unicaja,53,73
Acb,Jornada 20,2022/02/16,Monbus Obradoiro,Coosur Real Betis,86,93
Acb,Jornada 22,2022/02/16,Hereda San Pablo Burgos,Surne Bilbao,104,97
Nba,Jornada 117,2022/02/15,Washington Wizards,Detroit Pistons,103,94
Nba,Jornada 117,2022/02/15,Brooklyn Nets,Sacramento Kings,109,85
Nba,Jornada 117,2022/02/15,New York Knicks,Oklahoma City Thunder,123,127
Nba,Jornada 117,2022/02/15,Chicago Bulls,San Antonio Spurs,120,109
Nba,Jornada 117,2022/02/15,Milwaukee Bucks,Portland Trail Blazers,107,122
Nba,Jornada 117,2022/02/15,New Orleans Pelicans,Toronto Raptors,120,90
Nba,Jornada 117,2022/02/15,Denver Nuggets,Orlando Magic,121,111
Nba,Jornada 117,2022/02/15,Utah Jazz,Houston Rockets,135,101
Nba,Jornada 117,2022/02/15,Los Angeles Clippers,Golden State Warriors,119,104
Nba,Jornada 115,2022/02/13,Charlotte Hornets,Memphis Grizzlies,118,125
Nba,Jornada 115,2022/02/13,Washington Wizards,Sacramento Kings,110,123
Nba,Jornada 115,2022/02/13,New Orleans Pelicans,San Antonio Spurs,114,124
Nba,Jornada 115,2022/02/13,Philadelphia 76Ers,Cleveland Cavaliers,103,93
Nba,Jornada 115,2022/02/13,Toronto Raptors,Denver Nuggets,109,110
Nba,Jornada 115,2022/02/13,Chicago Bulls,Oklahoma City Thunder,106,101
Nba,Jornada 115,2022/02/13,Miami Heat,Brooklyn Nets,115,111
Nba,Jornada 115,2022/02/13,Dallas Mavericks,Los Angeles Clippers,97,99
Nba,Jornada 115,2022/02/13,Golden State Warriors,Los Angeles Lakers,117,115
Nba,Jornada 115,2022/02/13,Phoenix Suns,Orlando Magic,132,105
Nba,Jornada 116,2022/02/13,Boston Celtics,Atlanta Hawks,105,95
Nba,Jornada 116,2022/02/13,Indiana Pacers,Minnesota Timberwolves,120,129
Acb,Jornada 22,2022/02/13,Bitci Baskonia,Coosur Real Betis,93,72
Acb,Jornada 22,2022/02/13,Gran Canaria,Urbas Fuenlabrada,79,60
Acb,Jornada 22,2022/02/13,Rio Breogan,Valencia Basket,99,82
Acb,Jornada 22,2022/02/13,Unicaja,Real Madrid,91,92
Nba,Jornada 114,2022/02/12,Detroit Pistons,Charlotte Hornets,119,141
Nba,Jornada 114,2022/02/12,Indiana Pacers,Cleveland Cavaliers,113,120
Nba,Jornada 114,2022/02/12,Philadelphia 76Ers,Oklahoma City Thunder,100,87
Nba,Jornada 114,2022/02/12,Boston Celtics,Denver Nuggets,108,102
Nba,Jornada 114,2022/02/12,Atlanta Hawks,San Antonio Spurs,121,136
Nba,Jornada 114,2022/02/12,Chicago Bulls,Minnesota Timberwolves,134,122
Nba,Jornada 114,2022/02/12,Utah Jazz,Orlando Magic,114,99
Nba,Jornada 115,2022/02/12,Portland Trail Blazers,New York Knicks,112,103
Acb,Jornada 22,2022/02/12,Baxi Manresa,Casademont Zaragoza,94,73
Acb,Jornada 22,2022/02/12,Joventut Badalona,Lenovo Tenerife,58,74
Acb,Jornada 22,2022/02/12,Monbus Obradoiro,Morabanc Andorra,81,73
Nba,Jornada 113,2022/02/11,Detroit Pistons,Memphis Grizzlies,107,132
Nba,Jornada 113,2022/02/11,Washington Wizards,Brooklyn Nets,113,112
Nba,Jornada 113,2022/02/11,New Orleans Pelicans,Miami Heat,97,112
Nba,Jornada 113,2022/02/11,Houston Rockets,Toronto Raptors,120,139
Nba,Jornada 113,2022/02/11,Dallas Mavericks,Los Angeles Clippers,112,105
Nba,Jornada 113,2022/02/11,Golden State Warriors,New York Knicks,114,116
Nba,Jornada 113,2022/02/11,Phoenix Suns,Milwaukee Bucks,131,107
Euroliga,Jornada 26,2022/02/11,Unics Kazan,Estrella Roja,77,84
Euroliga,Jornada 26,2022/02/11,Asvel Villeurbanne,Panathinaikos,63,76
Euroliga,Jornada 26,2022/02/11,Real Madrid,Barca,68,86
Nba,Jornada 112,2022/02/10,Cleveland Cavaliers,San Antonio Spurs,105,92
Nba,Jornada 112,2022/02/10,Charlotte Hornets,Chicago Bulls,109,121
Nba,Jornada 112,2022/02/10,Oklahoma City Thunder,Toronto Raptors,98,117
Nba,Jornada 112,2022/02/10,Sacramento Kings,Minnesota Timberwolves,132,119
Nba,Jornada 112,2022/02/10,Utah Jazz,Golden State Warriors,111,85
Nba,Jornada 112,2022/02/10,Portland Trail Blazers,Los Angeles Lakers,107,105
Euroliga,Jornada 26,2022/02/10,Alba Berlin,Zenit San Petersburgo,76,67
Euroliga,Jornada 26,2022/02/10,Olympiacos,Anadolu Efes,87,85
Euroliga,Jornada 26,2022/02/10,As Monaco,Zalgiris,82,83
Euroliga,Jornada 26,2022/02/10,Maccabi,Cska,84,75
Euroliga,Jornada 26,2022/02/10,Milan,Bitci Baskonia,89,78
Champions League,Octavos,2022/02/10,Bc Oostende,Prometey,87,91
Nba,Jornada 111,2022/02/09,Philadelphia 76Ers,Phoenix Suns,109,114
Nba,Jornada 111,2022/02/09,Atlanta Hawks,Indiana Pacers,133,112
Nba,Jornada 111,2022/02/09,Brooklyn Nets,Boston Celtics,91,126
Nba,Jornada 111,2022/02/09,New Orleans Pelicans,Houston Rockets,110,97
Nba,Jornada 111,2022/02/09,Memphis Grizzlies,Los Angeles Clippers,135,109
Nba,Jornada 111,2022/02/09,Dallas Mavericks,Detroit Pistons,116,86
Nba,Jornada 111,2022/02/09,Denver Nuggets,New York Knicks,132,115
Nba,Jornada 111,2022/02/09,Los Angeles Lakers,Milwaukee Bucks,116,131
Nba,Jornada 111,2022/02/09,Portland Trail Blazers,Orlando Magic,95,113
Nba,Jornada 111,2022/02/09,Sacramento Kings,Minnesota Timberwolves,114,134
Acb,Jornada 17,2022/02/09,Coosur Real Betis,Urbas Fuenlabrada,99,83
Champions League,Octavos,2022/02/09,Galatasaray,Jda Dijon,72,75
Champions League,Octavos,2022/02/09,Hapoel Unet Holon,Mhp Riesen,69,51
Champions League,Octavos,2022/02/09,Baxi Manresa,Darussafaka,89,74
Nba,Jornada 110,2022/02/08,Charlotte Hornets,Toronto Raptors,101,116
Nba,Jornada 110,2022/02/08,Washington Wizards,Miami Heat,100,121
Nba,Jornada 110,2022/02/08,Oklahoma City Thunder,Golden State Warriors,98,110
Nba,Jornada 110,2022/02/08,Chicago Bulls,Phoenix Suns,124,127
Nba,Jornada 110,2022/02/08,Utah Jazz,New York Knicks,113,104
Euroliga,Jornada 18,2022/02/08,Fenerbahce,Real Madrid,66,51
Euroliga,Jornada 17,2022/02/08,Zalgiris,Milan,70,74
Champions League,Octavos,2022/02/08,Falco Kc Szombathely,Sig Strasbourg,63,85
Champions League,Octavos,2022/02/08,Prometey,Unicaja,70,69
Champions League,Octavos,2022/02/08,Universo Treviso,Tofas Bursa,51,92
Champions League,Octavos,2022/02/08,Lenovo Tenerife,Lietuvos,89,75
Nba,Jornada 109,2022/02/07,Orlando Magic,Boston Celtics,83,116
Nba,Jornada 109,2022/02/07,Cleveland Cavaliers,Indiana Pacers,98,85
Nba,Jornada 109,2022/02/07,Dallas Mavericks,Atlanta Hawks,103,94
Nba,Jornada 109,2022/02/07,Houston Rockets,New Orleans Pelicans,107,120
Nba,Jornada 109,2022/02/07,Los Angeles Clippers,Milwaukee Bucks,113,137
Champions League,Octavos,2022/02/07,Cluj Napoca,Bc Oostende,86,75
Nba,Jornada 108,2022/02/06,Washington Wizards,Phoenix Suns,80,95
Nba,Jornada 108,2022/02/06,Charlotte Hornets,Miami Heat,86,104
Nba,Jornada 108,2022/02/06,Los Angeles Lakers,New York Knicks,122,115
Nba,Jornada 108,2022/02/06,Portland Trail Blazers,Milwaukee Bucks,108,137
Nba,Jornada 108,2022/02/06,Sacramento Kings,Oklahoma City Thunder,113,103
Nba,Jornada 109,2022/02/06,Chicago Bulls,Philadelphia 76Ers,108,119
Nba,Jornada 109,2022/02/06,Minnesota Timberwolves,Detroit Pistons,118,105
Nba,Jornada 109,2022/02/06,Denver Nuggets,Brooklyn Nets,124,104
Acb,Jornada 21,2022/02/06,Barca,Monbus Obradoiro,83,67
Acb,Jornada 21,2022/02/06,Lenovo Tenerife,Ucam Murcia,87,71
Acb,Jornada 21,2022/02/06,Urbas Fuenlabrada,Bitci Baskonia,84,70
Acb,Jornada 21,2022/02/06,Real Madrid,Valencia Basket,93,94
Acb,Jornada 21,2022/02/06,Surne Bilbao,Baxi Manresa,89,82
Nba,Jornada 107,2022/02/05,Detroit Pistons,Boston Celtics,93,102
Nba,Jornada 107,2022/02/05,Charlotte Hornets,Cleveland Cavaliers,101,102
Nba,Jornada 107,2022/02/05,Indiana Pacers,Chicago Bulls,115,122
Nba,Jornada 107,2022/02/05,Toronto Raptors,Atlanta Hawks,125,114
Nba,Jornada 107,2022/02/05,San Antonio Spurs,Houston Rockets,131,106
Nba,Jornada 107,2022/02/05,Utah Jazz,Brooklyn Nets,125,102
Nba,Jornada 107,2022/02/05,Portland Trail Blazers,Oklahoma City Thunder,93,96
Nba,Jornada 108,2022/02/05,Denver Nuggets,New Orleans Pelicans,105,113
Nba,Jornada 108,2022/02/05,Dallas Mavericks,Philadelphia 76Ers,107,98
Nba,Jornada 108,2022/02/05,Orlando Magic,Memphis Grizzlies,115,135
Acb,Jornada 21,2022/02/05,Coosur Real Betis,Rio Breogan,84,81
Acb,Jornada 21,2022/02/05,Casademont Zaragoza,Unicaja,93,82
Acb,Jornada 21,2022/02/05,Morabanc Andorra,Joventut Badalona,91,72
Nba,Jornada 106,2022/02/04,Detroit Pistons,Minnesota Timberwolves,117,128
Nba,Jornada 106,2022/02/04,San Antonio Spurs,Miami Heat,95,112
Nba,Jornada 106,2022/02/04,Atlanta Hawks,Phoenix Suns,124,115
Nba,Jornada 106,2022/02/04,Toronto Raptors,Chicago Bulls,127,120
Nba,Jornada 106,2022/02/04,Los Angeles Clippers,Los Angeles Lakers,111,110
Nba,Jornada 106,2022/02/04,Golden State Warriors,Sacramento Kings,126,114
Euroliga,Jornada 25,2022/02/04,Cska,Alba Berlin,91,72
Euroliga,Jornada 25,2022/02/04,Anadolu Efes,Asvel Villeurbanne,78,72
Euroliga,Jornada 25,2022/02/04,Zalgiris,Unics Kazan,67,76
Euroliga,Jornada 25,2022/02/04,Bitci Baskonia,Olympiacos,62,72
Euroliga,Jornada 25,2022/02/04,Real Madrid,Zenit San Petersburgo,85,64
Nba,Jornada 105,2022/02/03,Indiana Pacers,Orlando Magic,118,119
Nba,Jornada 105,2022/02/03,Philadelphia 76Ers,Washington Wizards,103,106
Nba,Jornada 105,2022/02/03,Boston Celtics,Charlotte Hornets,113,107
Nba,Jornada 105,2022/02/03,New York Knicks,Memphis Grizzlies,108,120
Nba,Jornada 105,2022/02/03,Houston Rockets,Cleveland Cavaliers,115,104
Nba,Jornada 105,2022/02/03,Dallas Mavericks,Oklahoma City Thunder,114,120
Nba,Jornada 105,2022/02/03,Sacramento Kings,Brooklyn Nets,112,101
Nba,Jornada 105,2022/02/03,Utah Jazz,Denver Nuggets,108,104
Nba,Jornada 105,2022/02/03,Los Angeles Lakers,Portland Trail Blazers,99,94
Euroliga,Jornada 25,2022/02/03,Estrella Roja,As Monaco,80,91
Euroliga,Jornada 25,2022/02/03,Milan,Fenerbahce,60,71
Euroliga,Jornada 25,2022/02/03,B. Munich,Maccabi,70,52
Euroliga,Jornada 25,2022/02/03,Barca,Panathinaikos,86,60
Nba,Jornada 104,2022/02/02,Detroit Pistons,New Orleans Pelicans,101,111
Nba,Jornada 104,2022/02/02,Milwaukee Bucks,Washington Wizards,112,98
Nba,Jornada 104,2022/02/02,Chicago Bulls,Orlando Magic,126,115
Nba,Jornada 104,2022/02/02,Minnesota Timberwolves,Denver Nuggets,130,115
Nba,Jornada 104,2022/02/02,San Antonio Spurs,Golden State Warriors,120,124
Nba,Jornada 104,2022/02/02,Phoenix Suns,Brooklyn Nets,121,111
Nba,Jornada 106,2022/02/02,Toronto Raptors,Miami Heat,110,106
Euroliga,Jornada 24,2022/02/02,Cska,Anadolu Efes,97,99
Euroliga,Jornada 24,2022/02/02,Alba Berlin,Unics Kazan,81,53
Euroliga,Jornada 24,2022/02/02,Real Madrid,Olympiacos,75,67
Champions League,Octavos,2022/02/02,Tofas Bursa,Baxi Manresa,74,68
Champions League,Octavos,2022/02/02,Lietuvos,Falco Kc Szombathely,91,88
Champions League,Octavos,2022/02/02,Sig Strasbourg,Lenovo Tenerife,67,85
Champions League,Octavos,2022/02/02,Unicaja,Bc Oostende,75,59
Nba,Jornada 103,2022/02/01,Philadelphia 76Ers,Memphis Grizzlies,122,119
Nba,Jornada 103,2022/02/01,Cleveland Cavaliers,New Orleans Pelicans,93,90
Nba,Jornada 103,2022/02/01,Indiana Pacers,Los Angeles Clippers,122,116
Nba,Jornada 103,2022/02/01,New York Knicks,Sacramento Kings,116,96
Nba,Jornada 103,2022/02/01,Boston Celtics,Miami Heat,122,92
Nba,Jornada 103,2022/02/01,Houston Rockets,Golden State Warriors,108,122
Nba,Jornada 103,2022/02/01,Oklahoma City Thunder,Portland Trail Blazers,98,81
Nba,Jornada 104,2022/02/01,Atlanta Hawks,Toronto Raptors,100,106
Euroliga,Jornada 24,2022/02/01,Fenerbahce,Asvel Villeurbanne,85,76
Euroliga,Jornada 24,2022/02/01,Zalgiris,Maccabi,78,94
Euroliga,Jornada 24,2022/02/01,Estrella Roja,Milan,57,63
Euroliga,Jornada 24,2022/02/01,Panathinaikos,As Monaco,83,91
Euroliga,Jornada 24,2022/02/01,Bitci Baskonia,Zenit San Petersburgo,82,90
Euroliga,Jornada 24,2022/02/01,Barca,B. Munich,71,66
Champions League,Octavos,2022/02/01,Darussafaka,Universo Treviso,88,76
Champions League,Octavos,2022/02/01,Jda Dijon,Hapoel Unet Holon,78,66
Nba,Jornada 102,2022/01/31,Detroit Pistons,Cleveland Cavaliers,115,105
Nba,Jornada 102,2022/01/31,Orlando Magic,Dallas Mavericks,110,108
Nba,Jornada 102,2022/01/31,Milwaukee Bucks,Denver Nuggets,100,136
Nba,Jornada 102,2022/01/31,Phoenix Suns,San Antonio Spurs,115,110
Nba,Jornada 102,2022/01/31,Minnesota Timberwolves,Utah Jazz,126,106
Acb,Jornada 20,2022/01/31,Urbas Fuenlabrada,Casademont Zaragoza,77,55
Nba,Jornada 101,2022/01/30,New Orleans Pelicans,Boston Celtics,97,107
Nba,Jornada 101,2022/01/30,Dallas Mavericks,Indiana Pacers,132,105
Nba,Jornada 101,2022/01/30,Philadelphia 76Ers,Sacramento Kings,103,101
Nba,Jornada 101,2022/01/30,Memphis Grizzlies,Washington Wizards,115,95
Nba,Jornada 101,2022/01/30,Miami Heat,Toronto Raptors,120,124
Nba,Jornada 101,2022/01/30,Golden State Warriors,Brooklyn Nets,110,106
Nba,Jornada 102,2022/01/30,Charlotte Hornets,Los Angeles Clippers,90,115
Nba,Jornada 102,2022/01/30,Atlanta Hawks,Los Angeles Lakers,129,121
Nba,Jornada 102,2022/01/30,Chicago Bulls,Portland Trail Blazers,130,116
Acb,Jornada 15,2022/01/30,Surne Bilbao,Unicaja,83,77
Acb,Jornada 15,2022/01/30,Lenovo Tenerife,Valencia Basket,78,80
Acb,Jornada 20,2022/01/30,Baxi Manresa,Hereda San Pablo Burgos,93,68
Acb,Jornada 20,2022/01/30,Real Madrid,Morabanc Andorra,83,88
Acb,Jornada 17,2022/01/30,Barca,Joventut Badalona,99,84
Acb,Jornada 17,2022/01/30,Gran Canaria,Monbus Obradoiro,71,69
Nba,Jornada 100,2022/01/29,Orlando Magic,Detroit Pistons,119,103
Nba,Jornada 100,2022/01/29,Charlotte Hornets,Los Angeles Lakers,117,114
Nba,Jornada 100,2022/01/29,Atlanta Hawks,Boston Celtics,108,92
Nba,Jornada 100,2022/01/29,Memphis Grizzlies,Utah Jazz,119,109
Nba,Jornada 100,2022/01/29,Miami Heat,Los Angeles Clippers,121,114
Nba,Jornada 100,2022/01/29,Oklahoma City Thunder,Indiana Pacers,110,113
Nba,Jornada 100,2022/01/29,Houston Rockets,Portland Trail Blazers,110,125
Nba,Jornada 100,2022/01/29,San Antonio Spurs,Chicago Bulls,131,122
Nba,Jornada 100,2022/01/29,Phoenix Suns,Minnesota Timberwolves,134,124
Nba,Jornada 100,2022/01/29,Milwaukee Bucks,New York Knicks,123,108
Nba,Jornada 98,2022/01/29,New Orleans Pelicans,Denver Nuggets,105,116
Acb,Jornada 20,2022/01/29,Valencia Basket,Lenovo Tenerife,Aplaz.,
Nba,Jornada 99,2022/01/28,Philadelphia 76Ers,Los Angeles Lakers,105,87
Nba,Jornada 99,2022/01/28,Golden State Warriors,Minnesota Timberwolves,124,115
Acb,Jornada 17,2022/01/28,Hereda San Pablo Burgos,Lenovo Tenerife,73,81
Acb,Jornada 16,2022/01/28,Urbas Fuenlabrada,Joventut Badalona,82,104
Acb,Jornada 16,2022/01/28,Valencia Basket,Gran Canaria,91,62
Euroliga,Jornada 23,2022/01/28,Unics Kazan,Cska,75,86
Euroliga,Jornada 23,2022/01/28,As Monaco,Real Madrid,84,90
Euroliga,Jornada 23,2022/01/28,Panathinaikos,Bitci Baskonia,75,63
Euroliga,Jornada 23,2022/01/28,B. Munich,Alba Berlin,62,56
Euroliga,Jornada 23,2022/01/28,Milan,Zalgiris,65,58
Nba,Jornada 98,2022/01/27,Orlando Magic,Los Angeles Clippers,102,111
Nba,Jornada 98,2022/01/27,Cleveland Cavaliers,Milwaukee Bucks,115,99
Nba,Jornada 98,2022/01/27,Indiana Pacers,Charlotte Hornets,126,158
Nba,Jornada 98,2022/01/27,Miami Heat,New York Knicks,110,96
Nba,Jornada 98,2022/01/27,Atlanta Hawks,Sacramento Kings,121,104
Nba,Jornada 98,2022/01/27,Brooklyn Nets,Denver Nuggets,118,124
Nba,Jornada 98,2022/01/27,Chicago Bulls,Toronto Raptors,111,105
Nba,Jornada 98,2022/01/27,San Antonio Spurs,Memphis Grizzlies,110,118
Nba,Jornada 98,2022/01/27,Portland Trail Blazers,Dallas Mavericks,112,132
Nba,Jornada 98,2022/01/27,Utah Jazz,Phoenix Suns,97,105
Euroliga,Jornada 23,2022/01/27,Zenit San Petersburgo,Anadolu Efes,76,67
Euroliga,Jornada 23,2022/01/27,Olympiacos,Estrella Roja,72,76
Euroliga,Jornada 23,2022/01/27,Barca,Asvel Villeurbanne,84,71
Champions League,Play-ins,2022/01/27,Hapoel Jerusalem B.C,Prometey,75,85
Euroliga,Jornada 23,2022/01/27,Maccabi,Fenerbahce,Aplaz.,
Nba,Jornada 97,2022/01/26,Toronto Raptors,Charlotte Hornets,125,113
Nba,Jornada 97,2022/01/26,Washington Wizards,Los Angeles Clippers,115,116
Nba,Jornada 97,2022/01/26,Detroit Pistons,Denver Nuggets,105,110
Nba,Jornada 97,2022/01/26,Philadelphia 76Ers,New Orleans Pelicans,117,107
Nba,Jornada 97,2022/01/26,Brooklyn Nets,Los Angeles Lakers,96,106
Nba,Jornada 97,2022/01/26,Boston Celtics,Sacramento Kings,128,75
Nba,Jornada 97,2022/01/26,Houston Rockets,San Antonio Spurs,104,134
Nba,Jornada 97,2022/01/26,Golden State Warriors,Dallas Mavericks,130,92
Nba,Jornada 97,2022/01/26,Portland Trail Blazers,Minnesota Timberwolves,107,109
Acb,Jornada 17,2022/01/26,Casademont Zaragoza,Ucam Murcia,91,78
Euroliga,Jornada 18,2022/01/26,Panathinaikos,Zalgiris,Aplaz.,
Nba,Jornada 96,2022/01/25,Cleveland Cavaliers,New York Knicks,95,93
Nba,Jornada 96,2022/01/25,New Orleans Pelicans,Indiana Pacers,117,113
Nba,Jornada 96,2022/01/25,Phoenix Suns,Utah Jazz,115,109
Nba,Jornada 98,2022/01/25,Oklahoma City Thunder,Chicago Bulls,110,111
Euroliga,Jornada 20,2022/01/25,Maccabi,Alba Berlin,87,78
Euroliga,Jornada 19,2022/01/25,Real Madrid,Unics Kazan,85,68
Euroliga,Jornada 18,2022/01/25,Asvel Villeurbanne,B. Munich,68,77
Nba,Jornada 95,2022/01/24,Miami Heat,Los Angeles Lakers,113,107
Nba,Jornada 95,2022/01/24,Orlando Magic,Chicago Bulls,114,95
Nba,Jornada 95,2022/01/24,Toronto Raptors,Portland Trail Blazers,105,114
Nba,Jornada 95,2022/01/24,San Antonio Spurs,Philadelphia 76Ers,109,115
Nba,Jornada 95,2022/01/24,Charlotte Hornets,Atlanta Hawks,91,113
