Competicion,Jornada,Fecha,Equipo local,Equipo visitante,Puntos local,Puntos visitante
Acb,Jornada 31,2021/04/13,Real Madrid,Lenovo Tenerife,84,76
Nba,Jornada 106,2021/04/13,New York Knicks,Los Angeles Lakers,111,96
Nba,Jornada 106,2021/04/13,Dallas Mavericks,Philadelphia 76Ers,95,113
Nba,Jornada 106,2021/04/13,Orlando Magic,San Antonio Spurs,97,120
Nba,Jornada 106,2021/04/13,Memphis Grizzlies,Chicago Bulls,101,90
Nba,Jornada 106,2021/04/13,Utah Jazz,Washington Wizards,121,125
Nba,Jornada 106,2021/04/13,New Orleans Pelicans,Sacramento Kings,117,110
Nba,Jornada 106,2021/04/13,Golden State Warriors,Denver Nuggets,116,107
Nba,Jornada 106,2021/04/13,Phoenix Suns,Houston Rockets,126,120
Nba,Jornada 107,2021/04/13,Minnesota Timberwolves,Brooklyn Nets,97,127
Nba,Jornada 106,2021/04/13,Minnesota Timberwolves,Brooklyn Nets,Aplaz.,
Euroliga,Jornada 6,2021/04/12,Zenit San Petersburgo,Panathinaikos,112,83
Nba,Jornada 105,2021/04/12,Cleveland Cavaliers,New Orleans Pelicans,109,116
Nba,Jornada 105,2021/04/12,Orlando Magic,Milwaukee Bucks,87,124
Nba,Jornada 105,2021/04/12,New York Knicks,Toronto Raptors,102,96
Nba,Jornada 105,2021/04/12,Dallas Mavericks,San Antonio Spurs,117,119
Nba,Jornada 105,2021/04/12,Memphis Grizzlies,Indiana Pacers,125,132
Nba,Jornada 105,2021/04/12,Minnesota Timberwolves,Chicago Bulls,121,117
Nba,Jornada 105,2021/04/12,Los Angeles Clippers,Detroit Pistons,131,124
Nba,Jornada 105,2021/04/12,Portland Trail Blazers,Miami Heat,98,107
Acb,Jornada 30,2021/04/11,Ucam Murcia,Td Systems Baskonia,92,87
Acb,Jornada 30,2021/04/11,Lenovo Tenerife,Movistar Estudiantes,101,77
Acb,Jornada 30,2021/04/11,Urbas Fuenlabrada,San Pablo Burgos,89,83
Acb,Jornada 30,2021/04/11,Barca,Real Madrid,85,87
Acb,Jornada 30,2021/04/11,Casademont Zaragoza,Valencia Basket,76,85
Acb,Jornada 30,2021/04/11,Joventut Badalona,Herbalife Gran Canaria,84,103
Nba,Jornada 104,2021/04/11,Cleveland Cavaliers,Toronto Raptors,115,135
Nba,Jornada 104,2021/04/11,Brooklyn Nets,Los Angeles Lakers,101,126
Nba,Jornada 104,2021/04/11,Oklahoma City Thunder,Philadelphia 76Ers,93,117
Nba,Jornada 104,2021/04/11,Utah Jazz,Sacramento Kings,128,112
Nba,Jornada 104,2021/04/11,Golden State Warriors,Houston Rockets,125,109
Nba,Jornada 104,2021/04/11,Portland Trail Blazers,Detroit Pistons,118,103
Nba,Jornada 104,2021/04/11,Phoenix Suns,Washington Wizards,134,106
Nba,Jornada 105,2021/04/11,Charlotte Hornets,Atlanta Hawks,101,105
Nba,Jornada 105,2021/04/11,Denver Nuggets,Boston Celtics,87,105
Acb,Jornada 30,2021/04/10,Monbus Obradoiro,Baxi Manresa,90,87
Acb,Jornada 30,2021/04/10,Acunsa Gbc,Coosur Real Betis,63,88
Nba,Jornada 103,2021/04/10,Orlando Magic,Indiana Pacers,106,111
Nba,Jornada 103,2021/04/10,New York Knicks,Memphis Grizzlies,133,129
Nba,Jornada 103,2021/04/10,Boston Celtics,Minnesota Timberwolves,145,136
Nba,Jornada 103,2021/04/10,Atlanta Hawks,Chicago Bulls,120,108
Nba,Jornada 103,2021/04/10,New Orleans Pelicans,Philadelphia 76Ers,101,94
Nba,Jornada 103,2021/04/10,Milwaukee Bucks,Charlotte Hornets,119,127
Nba,Jornada 103,2021/04/10,Denver Nuggets,San Antonio Spurs,121,119
Nba,Jornada 103,2021/04/10,Golden State Warriors,Washington Wizards,107,110
Nba,Jornada 103,2021/04/10,Los Angeles Clippers,Houston Rockets,126,109
Acb,Jornada 30,2021/04/10,Unicaja,Morabanc Andorra,Aplaz.,
Nba,Jornada 103,2021/04/10,Cleveland Cavaliers,Toronto Raptors,Aplaz.,
Euroliga,Jornada 34,2021/04/09,Zenit San Petersburgo,Maccabi,86,69
Euroliga,Jornada 34,2021/04/09,Olympiacos,Khimki Moscu,81,73
Euroliga,Jornada 34,2021/04/09,Milan,Anadolu Efes,98,75
Euroliga,Jornada 34,2021/04/09,Barca,B. Munich,72,82
Nba,Jornada 102,2021/04/09,Miami Heat,Los Angeles Lakers,110,104
Nba,Jornada 102,2021/04/09,Toronto Raptors,Chicago Bulls,113,122
Nba,Jornada 102,2021/04/09,Oklahoma City Thunder,Cleveland Cavaliers,102,129
Nba,Jornada 102,2021/04/09,Dallas Mavericks,Milwaukee Bucks,116,101
Nba,Jornada 102,2021/04/09,Sacramento Kings,Detroit Pistons,101,113
Nba,Jornada 102,2021/04/09,Los Angeles Clippers,Phoenix Suns,113,103
Nba,Jornada 102,2021/04/09,Utah Jazz,Portland Trail Blazers,122,103
Acb,Jornada 25,2021/04/08,San Pablo Burgos,Lenovo Tenerife,86,98
Euroliga,Jornada 34,2021/04/08,Cska,Asvel Villeurbanne,88,70
Euroliga,Jornada 34,2021/04/08,Zalgiris,Panathinaikos,93,78
Euroliga,Jornada 34,2021/04/08,Fenerbahce,Real Madrid,67,93
Euroliga,Jornada 34,2021/04/08,Alba Berlin,Estrella Roja,81,58
Euroliga,Jornada 34,2021/04/08,Valencia Basket,Td Systems Baskonia,86,81
Nba,Jornada 101,2021/04/08,Orlando Magic,Washington Wizards,116,131
Nba,Jornada 101,2021/04/08,Indiana Pacers,Minnesota Timberwolves,141,137
Nba,Jornada 101,2021/04/08,Boston Celtics,New York Knicks,101,99
Nba,Jornada 101,2021/04/08,Brooklyn Nets,New Orleans Pelicans,139,111
Nba,Jornada 101,2021/04/08,Atlanta Hawks,Memphis Grizzlies,113,131
Nba,Jornada 101,2021/04/08,Oklahoma City Thunder,Charlotte Hornets,102,113
Nba,Jornada 101,2021/04/08,Houston Rockets,Dallas Mavericks,102,93
Nba,Jornada 101,2021/04/08,Denver Nuggets,San Antonio Spurs,106,96
Nba,Jornada 101,2021/04/08,Phoenix Suns,Utah Jazz,117,113
Nba,Jornada 100,2021/04/07,Indiana Pacers,Chicago Bulls,97,113
Nba,Jornada 100,2021/04/07,Toronto Raptors,Los Angeles Lakers,101,110
Nba,Jornada 100,2021/04/07,Boston Celtics,Philadelphia 76Ers,96,106
Nba,Jornada 100,2021/04/07,Atlanta Hawks,New Orleans Pelicans,123,107
Nba,Jornada 100,2021/04/07,Miami Heat,Memphis Grizzlies,112,124
Nba,Jornada 100,2021/04/07,Denver Nuggets,Detroit Pistons,134,119
Nba,Jornada 100,2021/04/07,Golden State Warriors,Milwaukee Bucks,122,121
Nba,Jornada 100,2021/04/07,Los Angeles Clippers,Portland Trail Blazers,133,116
Euroliga,Jornada 24,2021/04/06,Maccabi,Khimki Moscu,92,62
Nba,Jornada 99,2021/04/06,Brooklyn Nets,New York Knicks,114,112
Nba,Jornada 99,2021/04/06,Dallas Mavericks,Utah Jazz,111,103
Nba,Jornada 99,2021/04/06,Toronto Raptors,Washington Wizards,103,101
Nba,Jornada 99,2021/04/06,San Antonio Spurs,Cleveland Cavaliers,101,125
Nba,Jornada 99,2021/04/06,Oklahoma City Thunder,Detroit Pistons,108,132
Nba,Jornada 99,2021/04/06,Minnesota Timberwolves,Sacramento Kings,116,106
Nba,Jornada 99,2021/04/06,Houston Rockets,Phoenix Suns,130,133
Nba,Jornada 98,2021/04/05,Boston Celtics,Charlotte Hornets,116,86
Nba,Jornada 98,2021/04/05,Philadelphia 76Ers,Memphis Grizzlies,100,116
Nba,Jornada 98,2021/04/05,Atlanta Hawks,Golden State Warriors,117,111
Nba,Jornada 98,2021/04/05,Houston Rockets,New Orleans Pelicans,115,122
Nba,Jornada 98,2021/04/05,Denver Nuggets,Orlando Magic,119,109
Acb,Jornada 29,2021/04/04,Morabanc Andorra,Td Systems Baskonia,68,82
Acb,Jornada 29,2021/04/04,Movistar Estudiantes,Ucam Murcia,75,85
Acb,Jornada 29,2021/04/04,Valencia Basket,Joventut Badalona,89,102
Acb,Jornada 29,2021/04/04,San Pablo Burgos,Barca,77,93
Acb,Jornada 29,2021/04/04,Real Madrid,Acunsa Gbc,97,71
Euroliga,Jornada 30,2021/04/04,Maccabi,Asvel Villeurbanne,67,74
Nba,Jornada 97,2021/04/04,Washington Wizards,Dallas Mavericks,87,109
Nba,Jornada 97,2021/04/04,Detroit Pistons,New York Knicks,81,125
Nba,Jornada 97,2021/04/04,Miami Heat,Cleveland Cavaliers,115,101
Nba,Jornada 97,2021/04/04,Philadelphia 76Ers,Minnesota Timberwolves,122,113
Nba,Jornada 97,2021/04/04,San Antonio Spurs,Indiana Pacers,133,139
Nba,Jornada 97,2021/04/04,Utah Jazz,Orlando Magic,137,91
Nba,Jornada 97,2021/04/04,Portland Trail Blazers,Oklahoma City Thunder,133,85
Nba,Jornada 97,2021/04/04,Sacramento Kings,Milwaukee Bucks,128,129
Nba,Jornada 98,2021/04/04,Chicago Bulls,Brooklyn Nets,115,107
Nba,Jornada 98,2021/04/04,Los Angeles Clippers,Los Angeles Lakers,104,86
